id	filename	md5	size	state
1a4dd7a0-b60a-469f-9d37-3f1771f10ebe	1a4dd7a0-b60a-469f-9d37-3f1771f10ebe/MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H07_723918.level3.data.txt	d5bfab9da46906bde32957cd5552619a	279504	validated
1c178446-a04e-477a-821a-20868b4ec894	1c178446-a04e-477a-821a-20868b4ec894/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_B02_786966.level3.data.txt	d755c2417bb1c5f723e81644d8cf1643	279435	validated
1db05bc8-08e6-4208-99a4-45d7ab287074	1db05bc8-08e6-4208-99a4-45d7ab287074/5500024037497121008340.F06.level3.data.txt	b415f1bc8bb214f07eb1e19ba868fc19	279530	validated
1f01ba68-40f3-4826-9779-b4768f1e9ed0	1f01ba68-40f3-4826-9779-b4768f1e9ed0/5500024035736031208615.C02.level3.data.txt	914eca5e9596bee8f55ab48ec4722f9c	279489	validated
1f2d7ae7-20e4-41fc-9841-9e5aff0ece6a	1f2d7ae7-20e4-41fc-9841-9e5aff0ece6a/5500014026072032607011.D07.level3.data.txt	97509259cc86f3280f49ba2f05318bde	279527	validated
1f6f1706-9c56-4b87-bd56-caa19b83e011	1f6f1706-9c56-4b87-bd56-caa19b83e011/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_E01_588234.level3.data.txt	e10a518e49a1dea4a2f046c6482df902	279484	validated
1fd72e0f-8910-420b-b0f8-3ad6a1436696	1fd72e0f-8910-420b-b0f8-3ad6a1436696/BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_C08_298024.level3.data.txt	d0d995223776faa57afb22f79d00e6c1	279615	validated
2028c87c-b2bf-4049-b2d0-8c5650ff9ce4	2028c87c-b2bf-4049-b2d0-8c5650ff9ce4/5500024035100021608462.B10.level3.data.txt	ef63335490ffbbd141e959860b4ef4bb	279497	validated
24450e4e-e84a-459c-b01a-36fc5dae1657	24450e4e-e84a-459c-b01a-36fc5dae1657/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_C11_516340.level3.data.txt	9d83ed7eb6e9183d6c7ca7633c00f5b6	279594	validated
261e820e-4509-46fa-9704-bf6facf6652c	261e820e-4509-46fa-9704-bf6facf6652c/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_D07_516464.level3.data.txt	879e0d3bb5358316c9e9764b6c6af2f1	279520	validated
27617bf2-cbc8-4727-a2e2-088f4e648bdc	27617bf2-cbc8-4727-a2e2-088f4e648bdc/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_C03_516426.level3.data.txt	1f41a65ab081c5dd558a26609f52a7ed	279568	validated
29d1d97f-0027-49aa-8e41-a1fcd3523046	29d1d97f-0027-49aa-8e41-a1fcd3523046/WARNS_p_TCGA_b79_Expr_HT_HG-U133A_24-HTA_D09_723994.level3.data.txt	a315a3c4bcbcd0265dbd0666707cccbe	279544	validated
302b2a29-d7c6-4b21-8153-4ef3353e91fa	302b2a29-d7c6-4b21-8153-4ef3353e91fa/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_F03_588260.level3.data.txt	69b6e41f79ebd2e80b754cd832de22c7	279404	validated
316fa4bc-4743-42dd-8edc-f6e34ce01b83	316fa4bc-4743-42dd-8edc-f6e34ce01b83/NIDUS_p_TCGA_Batch10_RNA_HT_HG-U133A_96-HTA_B06_400394.level3.data.txt	fcfc743aea53945f5656c8bba03c939d	279538	validated
331dbae3-6c35-4de4-918f-b5100410d890	331dbae3-6c35-4de4-918f-b5100410d890/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A01_516368.level3.data.txt	e2d79ac0fcf66651c0945535311d8bdf	279555	validated
33cc7616-fa94-4b9e-9c43-372e0fbbef38	33cc7616-fa94-4b9e-9c43-372e0fbbef38/5500014026072032607011.E07.level3.data.txt	dffb8325371351f7b21cf9d2a63365eb	279546	validated
3416c9dc-7f46-4e1c-b8cd-5a10b1a07f2e	3416c9dc-7f46-4e1c-b8cd-5a10b1a07f2e/NIDUS_p_TCGA_Batch10_RNA_HT_HG-U133A_96-HTA_A05_400376.level3.data.txt	1d29c2dba546717860d9661a342d4b21	279526	validated
34dfe325-eada-41d0-a1c5-b51c8d92d730	34dfe325-eada-41d0-a1c5-b51c8d92d730/BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_C09_298016.level3.data.txt	463975d115f563765a00f182a8c32b99	279521	validated
381d0c67-6327-44c1-9cee-3ad1c6286c09	381d0c67-6327-44c1-9cee-3ad1c6286c09/5500024032848101507996.D03.level3.data.txt	082f35a70dbdff2daff87b4233fd8c91	279501	validated
3c498887-3094-45d8-b4b0-6dd17c149590	3c498887-3094-45d8-b4b0-6dd17c149590/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A03_516396.level3.data.txt	8bc90e8245fa613a3820ed419352ff8e	279560	validated
3e5779cf-85fc-4862-8cea-923d093f4654	3e5779cf-85fc-4862-8cea-923d093f4654/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_F06_464060.level3.data.txt	197695645eff106a0c02ca4127dca0ce	279494	validated
42e06c69-9bfd-4762-a62e-3a99c43a50df	42e06c69-9bfd-4762-a62e-3a99c43a50df/5500024037497121008340.B05.level3.data.txt	606f4e4dad2be688ab33bb4b12fa4307	279532	validated
43d92b94-431f-4489-80fb-32ccabeb03f1	43d92b94-431f-4489-80fb-32ccabeb03f1/5500024032848101507996.C05.level3.data.txt	ec370df25e7517bd0ff35955d0272992	279482	validated
4418b2f0-fbc5-4080-909d-915cce769b1c	4418b2f0-fbc5-4080-909d-915cce769b1c/5500024035736031208615.F05.level3.data.txt	a318d4d1ee0b617836f93dcca2bf4173	279529	validated
457fa044-94c1-4ace-af2a-9c6360782864	457fa044-94c1-4ace-af2a-9c6360782864/5500024032848101507996.F05.level3.data.txt	ba381d6d5258057106a747ea008c14c9	279578	validated
4742bc13-5e5a-47fa-896d-ea2418a1cb84	4742bc13-5e5a-47fa-896d-ea2418a1cb84/5500024024987031607949.H11.level3.data.txt	ad4f6323982ce09da24328f6f948ca25	279447	validated
47c295fa-314c-491b-8044-f3a49e7b2f6f	47c295fa-314c-491b-8044-f3a49e7b2f6f/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_D05_464112.level3.data.txt	40949219481abfa747b05f305be92915	279540	validated
4bdf02a8-bd44-4588-9275-1995170f5567	4bdf02a8-bd44-4588-9275-1995170f5567/5500024037497121008340.B08.level3.data.txt	35b6fa8272b661fd932c9f8c19da7c30	279398	validated
4c1cf527-e6e6-4aad-818c-bc95330dde57	4c1cf527-e6e6-4aad-818c-bc95330dde57/5500024024987031607949.B11.level3.data.txt	34265325674d2587285e84d067ee067d	279497	validated
4c9b880e-a1ae-4ba8-bddd-2e9655ad1bc5	4c9b880e-a1ae-4ba8-bddd-2e9655ad1bc5/5500024035736031208615.A09.level3.data.txt	a7ca3fda23bd1fe4a12d993710a75098	279489	validated
4da4ea9e-7dda-4c78-bee5-96737e6ea623	4da4ea9e-7dda-4c78-bee5-96737e6ea623/TALAR_p_TCGA_Batch62_Expr_HT_HG-U133A_24-HTA_E09_691686.level3.data.txt	3e7504fe673d4c4208966d872ff7b084	279502	validated
5002a5e0-04e6-47d9-8a59-e122201489c7	5002a5e0-04e6-47d9-8a59-e122201489c7/5500024032848101507996.D01.level3.data.txt	9d385dab28bc16308d13aa23d08d49e0	279448	validated
535f2be9-e5c9-43d9-88c3-25d110269b17	535f2be9-e5c9-43d9-88c3-25d110269b17/NIDUS_p_TCGA_Batch10_RNA_HT_HG-U133A_96-HTA_A03_400380.level3.data.txt	5703140c421053cf039f77eaede51f1a	279406	validated
53be1e12-dc89-4269-a848-c8061e1a06b9	53be1e12-dc89-4269-a848-c8061e1a06b9/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_C08_464110.level3.data.txt	b5049b0b9e871642edf805ca5d5717fa	279594	validated
54068250-92f6-4ef7-a518-02f5d8dac013	54068250-92f6-4ef7-a518-02f5d8dac013/5500024037497121008340.F05.level3.data.txt	85168f2dfcfac238d37e0e7aa0e2f5e2	279571	validated
58900b08-c6a9-4418-8f40-45e3edb42e20	58900b08-c6a9-4418-8f40-45e3edb42e20/5500024037497121008340.B09.level3.data.txt	61a64a1fa5fd45641fa8756cdf5ef5db	279526	validated
58bccb7e-879c-4213-a769-33f0f4b6d7bd	58bccb7e-879c-4213-a769-33f0f4b6d7bd/5500024035736031208615.E08.level3.data.txt	b74912c688d99d182d6f07ca94e54390	279488	validated
58db0fe1-1027-4d30-a87d-f36bc6059b80	58db0fe1-1027-4d30-a87d-f36bc6059b80/WARNS_p_TCGA_b79_Expr_HT_HG-U133A_24-HTA_A05_724116.level3.data.txt	4b043d740dba68783ab6169e613ed64b	279535	validated
5abaa297-a257-426b-a2ce-a3178e4c55e6	5abaa297-a257-426b-a2ce-a3178e4c55e6/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_A03_787030.level3.data.txt	4ef6186089660ae80fa3d07cfdce715f	279438	validated
5bd2594b-7d18-4cd6-b5dc-0899a09a1fd2	5bd2594b-7d18-4cd6-b5dc-0899a09a1fd2/5500024032848101507996.E03.level3.data.txt	e48e55cb7f39eb94b16625725ada13b0	279538	validated
5c4797ff-6f6f-44ac-9f55-e9165c6cef19	5c4797ff-6f6f-44ac-9f55-e9165c6cef19/5500024035736031208615.A06.level3.data.txt	9185881bd0aeaff318ffcd12c0823bcd	279463	validated
5cf811df-c108-4e26-8434-1d95027101b6	5cf811df-c108-4e26-8434-1d95027101b6/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_G05_588198.level3.data.txt	230fff8471eb2323e4c805db41d3be6a	279510	validated
5e7756da-2162-4fb1-a48c-aa1c9cf63985	5e7756da-2162-4fb1-a48c-aa1c9cf63985/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_E03_588238.level3.data.txt	ff093121217ce30916c57ecdc77d18f4	279480	validated
5f168c0b-4aef-45af-9daa-c394b4ca51ea	5f168c0b-4aef-45af-9daa-c394b4ca51ea/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_F01_464054.level3.data.txt	ebe8a41ff26f7186c51c70c53d40c7ca	279580	validated
5ff4a71a-9efc-4f54-aa63-f030be6f7b9c	5ff4a71a-9efc-4f54-aa63-f030be6f7b9c/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_D09_692014.level3.data.txt	45a1726b86e2cf4fc909eb09fe73bfd5	279498	validated
6115d30d-6a3a-4acd-a116-5407d7e29ec3	6115d30d-6a3a-4acd-a116-5407d7e29ec3/TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_B01_586212.level3.data.txt	a0fe422d09cd59586d760dd57b34005f	279477	validated
65c46669-2636-4976-b7a2-d523bf7e23d9	65c46669-2636-4976-b7a2-d523bf7e23d9/5500024037497121008340.B10.level3.data.txt	dcd62fd46b063d910cfa1ce37e206a5b	279541	validated
6789b87c-5b98-4ff9-a439-33b4dfe2a0b9	6789b87c-5b98-4ff9-a439-33b4dfe2a0b9/WARNS_p_TCGA_b79_Expr_HT_HG-U133A_24-HTA_F05_724012.level3.data.txt	a1db348ca7322216860fa6639b9109d3	279515	validated
6a590ad2-dd02-4f3b-8b86-510c43ef7634	6a590ad2-dd02-4f3b-8b86-510c43ef7634/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_D05_516318.level3.data.txt	8f4dd93d43107ac27455999989ef005b	279599	validated
6c0c1b98-5407-449f-9387-f61e8c0ee186	6c0c1b98-5407-449f-9387-f61e8c0ee186/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_C03_464086.level3.data.txt	3a402b671972b0a2ab8f15b461ce5a9d	279525	validated
6e55b59d-6411-490c-88b6-34ad85bdbf57	6e55b59d-6411-490c-88b6-34ad85bdbf57/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_B10_786950.level3.data.txt	8bd69f7667cfc614e5ada38bd08f9f81	279502	validated
6ec065be-b259-4afe-b990-8e965118fee1	6ec065be-b259-4afe-b990-8e965118fee1/5500024037497121008340.B04.level3.data.txt	b259d550620d2af0492ca334cae9f522	279532	validated
753d257f-b6ff-4cdc-a96a-ea90353bc865	753d257f-b6ff-4cdc-a96a-ea90353bc865/5500024037497121008340.D02.level3.data.txt	d4d1fd09a95cf3aebf19e7a1edd31325	279540	validated
765c6686-248c-4691-96fc-78fd2f97d640	765c6686-248c-4691-96fc-78fd2f97d640/5500024037497121008340.E01.level3.data.txt	4044903cafd577b1479e65c0ec05b1c7	279531	validated
793bd243-858a-4b5b-962c-c8e35154cc7d	793bd243-858a-4b5b-962c-c8e35154cc7d/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_C10_787004.level3.data.txt	d6d663607a676aef2f91a407f6716937	279458	validated
7a5f9020-d62c-4c37-b28e-ae6293a2ec5a	7a5f9020-d62c-4c37-b28e-ae6293a2ec5a/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_B02_516364.level3.data.txt	ae74306b56f03b92f43eeda9dedd0061	279522	validated
7ac6190d-3d6f-47dc-a247-d0bf1940a18e	7ac6190d-3d6f-47dc-a247-d0bf1940a18e/WARNS_p_TCGA_b79_Expr_HT_HG-U133A_24-HTA_A09_724056.level3.data.txt	029d048c7ab4497a7e61fd03d0bc31b7	279496	validated
7d283512-2977-4c5c-ad36-6dfff56d8b06	7d283512-2977-4c5c-ad36-6dfff56d8b06/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_A02_787032.level3.data.txt	c1f4c9c49388fa9a34aee74132065ad5	279501	validated
7e1f3c3f-272b-4649-bce6-4e5fa87e2701	7e1f3c3f-272b-4649-bce6-4e5fa87e2701/5500024035736031208615.E03.level3.data.txt	f91376e1e91975eb0994adc4b340ae05	279471	validated
7f9b005b-35cc-4cf9-8d84-037f09591ac6	7f9b005b-35cc-4cf9-8d84-037f09591ac6/5500014026072032607011.D05.level3.data.txt	73e6641e83658c13f93886e548e9af39	279507	validated
802a4dc7-5ad0-491f-b1a0-a0e3c5fcdfc1	802a4dc7-5ad0-491f-b1a0-a0e3c5fcdfc1/MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_D09_723910.level3.data.txt	6534257bb3401214fca3c2a8c5f17eaa	279491	validated
80852f99-16f1-4606-af1b-137cabbed644	80852f99-16f1-4606-af1b-137cabbed644/WARNS_p_TCGA_b79_Expr_HT_HG-U133A_24-HTA_B09_724152.level3.data.txt	1cd0be2342bb86813ace0a2359c00e85	279611	validated
86226032-0fe4-46c3-90fc-e1f6a1433e78	86226032-0fe4-46c3-90fc-e1f6a1433e78/NIDUS_p_TCGA_Batch10_RNA_HT_HG-U133A_96-HTA_C01_400442.level3.data.txt	e973d12d7541d589f641ef821ef47d99	279501	validated
872e30ac-9b81-4456-ae7e-5ea0f2c1fd5a	872e30ac-9b81-4456-ae7e-5ea0f2c1fd5a/5500024035736031208615.H07.level3.data.txt	a74524bbfbfe2531327b20b5c675b837	279519	validated
876e7a34-727e-4363-9337-29ee0f5071f9	876e7a34-727e-4363-9337-29ee0f5071f9/5500024035100021608462.C03.level3.data.txt	304ae52733b714a0fc11ead796b4967c	279562	validated
88d0b875-7c6f-4e98-95c5-137c55e5639e	88d0b875-7c6f-4e98-95c5-137c55e5639e/5500024037497121008340.B02.level3.data.txt	a6249704e17f555ce4aa151abeb85207	279539	validated
88e1d5f1-8b24-4739-af3c-3e50c9a4613d	88e1d5f1-8b24-4739-af3c-3e50c9a4613d/5500024035736031208615.B06.level3.data.txt	153dfda1f4f7a09d661bec661b56bb94	279471	validated
8c27013e-80a4-43b9-8eb9-c9f7447c961c	8c27013e-80a4-43b9-8eb9-c9f7447c961c/5500024024987031607949.F12.level3.data.txt	0c14719a35b45fb94bb3713b5f95d8d6	279467	validated
8c29c87d-6319-44eb-ad7d-748ffa7b03a4	8c29c87d-6319-44eb-ad7d-748ffa7b03a4/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_C04_516328.level3.data.txt	3780bae2fff0c2bd1d38766bcf97dcf1	279494	validated
8eba57f4-b215-4f09-abe9-c5dda214f421	8eba57f4-b215-4f09-abe9-c5dda214f421/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_A12_516376.level3.data.txt	13cea5e9fbe979f123a96d7d0b9071ca	279595	validated
96c1f4ba-5135-4cbb-99c0-375c00e7e883	96c1f4ba-5135-4cbb-99c0-375c00e7e883/NIDUS_p_TCGA_Batch10_RNA_HT_HG-U133A_96-HTA_A12_400406.level3.data.txt	c4a8b0764ad10f8710f5371dd9d2dea4	279556	validated
97ada7ac-58ce-4516-9c92-aff768e1e01f	97ada7ac-58ce-4516-9c92-aff768e1e01f/5500024035100021608462.A05.level3.data.txt	27c3fbce0cd53a7c0b1236824114f593	279487	validated
9d1976fb-17a2-42b2-99ed-2e1333d80f60	9d1976fb-17a2-42b2-99ed-2e1333d80f60/5500024035736031208615.F10.level3.data.txt	dc60721073e4fbfd673ff7d0aabcb2ac	279543	validated
9f0a7156-077d-4de8-9457-30c4271bd24d	9f0a7156-077d-4de8-9457-30c4271bd24d/TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_B03_586208.level3.data.txt	7e7ddfc31cd4cf644a9c62f2285ec82f	279461	validated
a0337921-c198-4417-8b48-ad519a137074	a0337921-c198-4417-8b48-ad519a137074/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_B03_516366.level3.data.txt	29a4b047a2a703a8cd1af5610cab1bf5	279586	validated
a0a6ce83-08b1-4096-9de7-8f4769e5ee34	a0a6ce83-08b1-4096-9de7-8f4769e5ee34/TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_B08_586202.level3.data.txt	0529d31b5119d9ddacc4bf2893528b63	279452	validated
a0be287f-b78d-48c4-a6f7-5fa9b733d463	a0be287f-b78d-48c4-a6f7-5fa9b733d463/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_G09_691928.level3.data.txt	4664a79a88ce7d21a5391ec2f6040b7e	279500	validated
a13ef240-dffd-4311-a227-685e77fd5a96	a13ef240-dffd-4311-a227-685e77fd5a96/BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_A06_298074.level3.data.txt	4306f24f1e0739e03e79317e7e1c6f96	279570	validated
a4823d63-b2f6-452d-8aef-0cb0c5f8012d	a4823d63-b2f6-452d-8aef-0cb0c5f8012d/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_F02_588258.level3.data.txt	8031ae59203e707db0f370d197d2fed4	279468	validated
a58db37a-c6b9-4ab8-b6ef-ac1d4bff0492	a58db37a-c6b9-4ab8-b6ef-ac1d4bff0492/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_F11_588244.level3.data.txt	4947a629e64235c9c5375094df35df5d	279461	validated
a7606e03-89fc-4fcc-94b8-ac31800d9d17	a7606e03-89fc-4fcc-94b8-ac31800d9d17/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_B09_464090.level3.data.txt	1d039ee23db06362a31c7308cd7334b7	279495	validated
a925a1b1-7df4-44ee-9c0e-a86c4cc732bc	a925a1b1-7df4-44ee-9c0e-a86c4cc732bc/5500024032848101507996.C03.level3.data.txt	faadeb0ffaefa55cf4a929868a93f606	279464	validated
a9457b6f-90fe-4cce-8451-c625c5e1df01	a9457b6f-90fe-4cce-8451-c625c5e1df01/5500024035736031208615.B01.level3.data.txt	039171e1572956303afca827e393c34e	279563	validated
ac470569-b313-41e2-999b-26d24bfefb33	ac470569-b313-41e2-999b-26d24bfefb33/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_D02_786980.level3.data.txt	ce43775a79e196e891d81ae9f5c63a2a	279452	validated
ac87917e-7891-4835-b039-8c2c3adcd0c1	ac87917e-7891-4835-b039-8c2c3adcd0c1/FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_C09_516402.level3.data.txt	f975788f94db9199f33cdac1c716e05e	279543	validated
af4976a6-2db9-4995-afdd-bbba2c55bc49	af4976a6-2db9-4995-afdd-bbba2c55bc49/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_F05_464062.level3.data.txt	2184a8cb7649c52e0e300225f3461256	279546	validated
b01208f9-6e90-48a7-b4b3-33ca27d5c01c	b01208f9-6e90-48a7-b4b3-33ca27d5c01c/TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_A08_586070.level3.data.txt	22320f59edeb464ab39f7d87fb2624a9	279425	validated
b0579ace-a81a-48c7-8819-53adc6433b0f	b0579ace-a81a-48c7-8819-53adc6433b0f/APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_C12_464102.level3.data.txt	28d5d195287ec4e7a753f945be95d987	279520	validated
b267dce0-5269-4d7b-ad60-fa8a9c513926	b267dce0-5269-4d7b-ad60-fa8a9c513926/5500024035736031208615.F09.level3.data.txt	56403c5bbca205c2df3bc565e63e6cb9	279450	validated
b277e70a-37f5-4244-a365-96b7d64dc399	b277e70a-37f5-4244-a365-96b7d64dc399/5500024037497121008340.A05.level3.data.txt	f837af883487606e8ae0fdc71b247014	279452	validated
b4fa3589-4f88-4414-ae2e-59d4af169cea	b4fa3589-4f88-4414-ae2e-59d4af169cea/MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_H09_723968.level3.data.txt	193b7aa93d76ce7808c671d586a9e307	279489	validated
ba7fdc0c-65a3-4956-98f7-c5f91f573242	ba7fdc0c-65a3-4956-98f7-c5f91f573242/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_C08_787000.level3.data.txt	daaf6c33ea804f40a6d2a8db696a73cd	279468	validated
bd5efcae-85cc-4753-af27-9e9c7b3de6bf	bd5efcae-85cc-4753-af27-9e9c7b3de6bf/5500024037497121008340.C10.level3.data.txt	a1c9d9f7f83f60c41c12493c1370378a	279600	validated
bf44e5cf-54cc-482a-b08a-a06e2df1d421	bf44e5cf-54cc-482a-b08a-a06e2df1d421/5500024035736031208615.E01.level3.data.txt	851abb0def89b965b0511ddbc0d1fa4e	279494	validated
c010aa3e-396c-40c4-a36f-1f2c099f674e	c010aa3e-396c-40c4-a36f-1f2c099f674e/5500024037497121008340.C09.level3.data.txt	69b63e2ed2d7c7407b8fea40e34e9674	279518	validated
c34b928b-9eab-4c61-8b6e-28ec5ea4e64c	c34b928b-9eab-4c61-8b6e-28ec5ea4e64c/URGED_p_TCGA_Pop_May2011_HT_HG-U133A_96-HTA_C11_787010.level3.data.txt	8594e7f16c1f4d4c04b92c2d7817deb0	279483	validated
